Times,Times_uerr,Times_lerr,Fluxes,Fluxes_uerr,Fluxes_lerr,Gamma,Gamma_uerr,Gamma_lerr,Fluxes_swift,Fluxes_swift_err,beta,sigma_F,Flux_10,Flux_10_err,Flux_1,Flux_1_err
102568.558,446.137,-484.071,8.64355124e-13,2.08445621e-13,-2.08445621e-13,2.0,0.0,0.0,0.0,0.0,1.0,2.08445621e-13,0.00001252610321,0.000003020762287,0.00010194286445208738,2.458427456170686e-05
106865.713,374.95,-289.485,1.002731368e-12,2.658330477e-13,-2.658330477e-13,2.0,0.0,0.0,0.0,0.0,1.0,2.658330477e-13,0.00001453143072,0.000003852412161,0.0001182630901253038,3.135260218410689e-05
